engagement,company_size,industry_risk,days_since_contact,source_quality,product_fit,true_prob
0.3553604179547214,1,0.2428985089022882,17.037528640669933,0.2709451751444536,0.8529103933065563,0.998393088544239
0.3128685724710183,1,0.2872657292251847,37.13358248649919,0.5303115560432092,0.1024827334894691,0.9695498103114486
0.5318788474048187,3,0.0772605536633196,0.3187936473888156,0.2386015893698801,0.3092034818615504,0.9989665880154398
0.20850938749158,2,0.4808241403863783,15.36141385797286,0.2132234451107082,0.9319515005498836,0.9965306843529668
0.4998599389963648,2,0.8152800112358176,2.982313334263872,0.3682715613111201,0.793881762604215,0.9981191617769054
0.2395560571125694,1,0.4884092481734373,65.89816092303687,0.6536386364108103,0.1602635962062654,0.9252945876978488
0.2010297302558542,1,0.7145854671468268,5.406952359023865,0.3482945107306984,0.6247204488463575,0.9780548271695408
0.46630556001176,1,0.5457482735237131,2.1905819579262094,0.3002677987904129,0.8807677144689111,0.998606226330712
0.8568796500100201,2,0.8569820251091456,30.00809029667064,0.6290830753988551,0.5103775580718004,0.9991264312959732
0.2545583563079951,2,0.684470021142762,2.93093772786298,0.4776459960961393,0.6698074433489345,0.9948976097731242
0.3168250810595798,3,0.6429262560800463,1.1294060395996297,0.3743402530086596,0.5445765545244172,0.9956537471489092
0.258079402436697,3,0.9052147517517628,17.1053836370516,0.4749864973381498,0.8606434420973617,0.9963164146860972
0.5055224097132257,3,0.2123512992545003,7.47607827751418,0.5053759057632202,0.5081842207956122,0.9995862774566152
0.3919405405753933,1,0.3553315157596487,1.5095524177058963,0.2559780675692753,0.7571115814182424,0.997891983618031
0.5560937975344058,2,0.6693697839757997,3.7555768634951994,0.6208007065814161,0.3860357575671116,0.9977706052258258
0.6288288399181847,2,0.823917679579533,1.2046967243452893,0.6294968980654847,0.2128918769014427,0.9954513031870548
0.7081018382746753,1,0.1817010424104022,16.185385191334515,0.5352339041498527,0.6908526328161394,0.9998047062879206
0.4265833317312525,2,0.4184582190349665,3.429063572193712,0.2908932956481416,0.3005354714487178,0.992488516824411
0.292196562896444,1,0.8348782610809207,36.36643426263712,0.279697787074364,0.4111710313704338,0.9013927992264212
0.5058868227822982,1,0.4897474232359476,31.8790605456056,0.268732786673864,0.6673619317086994,0.995495917075508
0.5431249616101433,1,0.0756397235527636,4.908973013910945,0.3790273369444765,0.7110449746224834,0.9996187935116994
0.2872729139165287,1,0.6492140643694159,25.90159002914668,0.8980042908952401,0.59539572008287,0.9961132449893796
0.1416539098849698,1,0.7776171786494055,23.07403739541958,0.12957322552137,0.5691812945577179,0.8888830199812591
0.2618355004739884,1,0.1145110848309482,1.0218301394475937,0.8010756225504443,0.8675030503227511,0.999756084976776
0.4220870014718121,3,0.5779025849650686,18.50479014270519,0.2271796341427875,0.3217010051042416,0.9887377685734096
0.7928241433322702,2,0.4997729227891172,25.12018728678321,0.0960448722096958,0.572880626471205,0.998560552341886
0.2328438114814747,2,0.5668277393507211,7.477680348575733,0.4062739482999614,0.4105509820796796,0.9848607269507704
0.7928429883813215,1,0.7601847743055192,3.3751964584083045,0.4604340727818269,0.7154271888751269,0.9993636769537688
0.605155637884547,2,0.4042366501125549,1.841870648496421,0.620852367722233,0.738167828820977,0.9998143495423568
0.2620797130222933,1,0.1499673358776455,3.308280313307149,0.2839741233693921,0.5628377393293069,0.995492990714833
0.8473086875432748,2,0.7561016103986626,0.0748812083359655,0.7574741476688196,0.5439741589887399,0.9997785428725996
0.2413192126961766,2,0.574412141140937,3.943350945164572,0.3522737905535693,0.9448557945788036,0.9980553702775568
0.0496849741829797,2,0.901409168631642,0.3413795415909973,0.6819213194606835,0.1610168306545366,0.9026657198374212
0.2289860108340817,1,0.4415674521134064,10.67803603928066,0.5975094670250322,0.7801634065667303,0.9975758542704104
0.4866560460276443,2,0.2834382424921997,6.712563274892047,0.1708912136248575,0.8718787358861112,0.9994182587124356
0.5729540900387915,3,0.2956799328138142,0.0557756410202055,0.717829837722281,0.7790621848665324,0.9999414957933336
0.2004405515094511,2,0.335976897661166,14.092357932867596,0.9223613330146542,0.6435576941440604,0.999136574965082
0.6918350149543281,2,0.2672555417177263,21.87492769374369,0.6388466135526544,0.5986909968482177,0.99980282342676
0.2559430641294387,2,0.4658579476995445,1.6775528869675935,0.520531393172102,0.7624335569921699,0.9984375224224316
0.1563701807526583,2,0.6375327586839975,7.091377439262702,0.3148991262109931,0.8408270472853789,0.9935386240447728
0.6591807096367664,1,0.2234565727713246,7.380867350893268,0.5455311743305018,0.8730969433206859,0.9998891140842464
0.1849606299046352,2,0.927011357000964,16.224825491276917,0.4132778929427086,0.4129345273326528,0.937663520063184
0.1130735204021474,2,0.5893991784643501,1.6560745699473354,0.7829067373350688,0.4359157682686312,0.992281845162827
0.1459103447103749,2,0.5183657803181806,6.627800069882919,0.3722215984091681,0.8078052848556939,0.9954577686210302
0.5073451682004839,2,0.4781681967066695,8.99759768561468,0.5118779330251689,0.7633187355503931,0.9994533625789525
0.3857680469859266,3,0.6874467647026857,16.586162896229947,0.3049281512187204,0.6943254077658205,0.9967532953608804
0.3884406305272712,1,0.4624551094818683,41.33349432032141,0.4386461003140272,0.5501069388928358,0.9913759070767016
0.4436320397062305,1,0.2776305850105166,11.496472966390376,0.204625901008198,0.9027144845830256,0.998972988514703
0.2650637075096741,2,0.9156790825948248,11.17324657849602,0.5889506996476062,0.5996985272887744,0.9892331978071748
0.3739914459501085,2,0.7489308340477372,14.176354927099542,0.6269284180579846,0.8047276685635506,0.9984050768948464
0.4169082588650128,2,0.5189651232194501,1.656175626211462,0.2035137027749732,0.2185643106230096,0.9816448746664668
0.3705726797505781,2,0.6966148210978972,8.537088866017429,0.6531393531706946,0.633554688936296,0.9977304780731726
0.2769983171489679,1,0.9059290367487888,1.5063732592020171,0.5591960891254701,0.5600070222563351,0.982954781041792
0.2963751045087223,1,0.2714471443893734,0.0016294931534402,0.4071262971450951,0.5470903939291444,0.9962312722974632
0.4491669778775045,1,0.4088391400354123,20.79073942749771,0.7470948502854752,0.8531334449466444,0.9995725821793928
0.1556526338044167,2,0.6957813457504355,0.5966652017018905,0.4618499243343075,0.4562130393391633,0.9799522665047112
0.2791611380257697,2,0.6092778480546706,13.492454439680824,0.2197777089499861,0.3767598187495924,0.9696604983135984
0.1427416092357495,1,0.4979629109198369,12.182731969953364,0.655940589765907,0.5036165985736657,0.988552301407954
0.303100980096487,2,0.436120385758212,1.1408038652452852,0.5085044899665464,0.5836941035616724,0.9976350190970572
0.3297951106019189,1,0.667380267065162,4.275523496341528,0.5106072510479751,0.8351281410776263,0.9973582240270304
0.6022266631618539,2,0.6529079731370174,21.44759316722189,0.4971463095773926,0.8768275417876674,0.9995107788737448
0.5876986276240858,1,0.7217168123426553,15.168913798791545,0.4340724199616519,0.6881784422823881,0.9975880273522952
0.7154527977229843,1,0.8019564720319325,1.396659699037028,0.3979058671778627,0.3541917273440901,0.9948003248678624
0.6394487880750132,1,0.2818194413281803,32.43263383252335,0.5374695862017425,0.645153671837945,0.9993867695803882
0.2613417720426251,2,0.2712057613291037,21.687624867868827,0.350736962820903,0.6316026101866302,0.9964525073047072
0.3496417046801642,3,0.8763432310124181,24.234795792254467,0.2650378767202755,0.6161062892121382,0.9877997277029732
0.3680315536583997,1,0.6986933796008478,3.047794013345152,0.7936385603853741,0.8123511548278852,0.9989023023633096
0.3932215284971622,1,0.5133025311949934,12.308784289880348,0.5154502562670109,0.4892665181320172,0.9944226091802464
0.9517236723713371,1,0.6400545901962386,2.006765461426144,0.6626518509298658,0.7220442629935265,0.9998963567179996
0.2105003379843406,1,0.6503918997448469,1.7989352320951757,0.605631211774331,0.7430472393640221,0.995295077155313
0.5393327743852745,2,0.4513460095525249,0.8658511303291594,0.8193118687509451,0.8948125859530074,0.999914121809271
0.597142001055363,1,0.911792194051646,7.146177541648203,0.3673261990586257,0.1201143331811605,0.960450363589721
0.3486188283762482,1,0.5070826604810238,8.109796560765444,0.299106058314262,0.3302175337043804,0.9776393591240016
0.3167203223590181,1,0.102648816885951,0.0063409981283438,0.3235596120131142,0.2844663770605606,0.9924906798442708
0.587303085511792,1,0.500706483143369,26.759756098377338,0.5427605870595318,0.5004360245940478,0.9975984266105968
0.300061009358333,2,0.3937753239402911,1.4702049423002663,0.2366285925747451,0.6427137486535898,0.996205178060536
0.5509128710742826,2,0.9237319668377968,11.96490472672907,0.62601383005584,0.878797661667139,0.9992057379193804
0.4902433939101027,2,0.1826536200055836,12.46595232241618,0.6874097387700149,0.7832871870367852,0.9998565406010914
0.4809472413971324,1,0.676413444871952,1.088346272912259,0.3280267332560909,0.2724115650655145,0.9806866307565304
0.37375022586183,3,0.6828307706293926,20.517044519896444,0.3849437987586418,0.2698197673167105,0.98438873940547
0.5528903445872158,1,0.2969011409772087,10.491766977367964,0.8708339011723462,0.7192882250326108,0.9998255272610078
0.6084222071022862,3,0.2882842119312828,5.160764848047041,0.5481679384130556,0.3569280799710399,0.9995223999790344
0.1953327146018521,1,0.2491645189750989,9.214695705648094,0.4162631581269949,0.3797703348594755,0.9867803996124692
0.1735798147403573,2,0.1211632612201602,19.410516488085584,0.3264584703744179,0.3588430039036687,0.989344288897024
0.5232928235515028,1,0.225667481984829,4.021162823171367,0.8157137154548952,0.2775746731776459,0.9990096667728068
0.1896382666370475,1,0.3771023175035809,2.500021928914859,0.4199669507416641,0.5191910250923354,0.9900831038110632
0.4755528750398171,1,0.6593069957261115,11.26410766264202,0.5531502368025205,0.6925314065056417,0.9977713710144654
0.3274018587087561,1,0.3633911182164088,0.339746664267885,0.1193720534852292,0.9316224202429956,0.997816514269147
0.492298628886509,1,0.1425260822249858,13.577687297956563,0.7892929604478496,0.6685427424826244,0.9997526381702554
0.7741870950299435,2,0.639967903887196,0.1220332724254911,0.3501312142759052,0.7565833823144398,0.9996730310326232
0.251748614700392,1,0.983230219312791,4.833079338199716,0.4142316602490832,0.7152559176229314,0.9784608692565246
0.595223586917722,1,0.3644861869040888,1.0069264884458646,0.3049647790962492,0.4692261248445969,0.9978802173377418
0.5708741417807413,3,0.3965217236894698,3.229205845924348,0.2825564408057953,0.9410392074566052,0.9998354361884
0.4435952492160563,2,0.096095652546347,6.4706602599195175,0.4297570581868634,0.5866276112320703,0.9994107424091472
0.3446845586055374,1,0.3134893093778179,0.3787704023935853,0.3520670927614532,0.6959300233981994,0.99779605689859
0.3943247770134733,3,0.5663787038002449,8.707062654863497,0.2927761919728307,0.7195832767288574,0.998264994535002
0.2069560118731949,1,0.542703247375299,6.069840508478216,0.5616683482638272,0.407978265112267,0.9837326096864508
0.2813894097945209,2,0.3264276408316746,14.82138844448899,0.1466380809905298,0.393009232501169,0.9843758121527796
0.4674093129352717,2,0.2663700013336014,8.574450198524659,0.534747299005439,0.7755340559321763,0.9996881965477882
0.3197586876815491,3,0.6281748645421861,2.2180169895542083,0.6204998607598387,0.8803617609577383,0.9994756649154548
0.3474448376268455,2,0.659665609732568,9.549386440261696,0.2926883694876216,0.5348569531036675,0.9898966405916972
0.3046728153320852,3,0.3995701431611601,1.1508309027505743,0.6353781224196746,0.6810374846155541,0.9994083014202344
0.3647075197735184,2,0.3189227862246641,4.725631956808948,0.15410680195589,0.6007462308037893,0.996451098443172
0.4707861918661685,1,0.5464140487101992,9.782058990414503,0.7947186317947278,0.5152006804409016,0.9984438859773388
0.2278404398312095,2,0.9527228405408856,9.203407191144542,0.4034367899034969,0.3021272086978571,0.9252410069484932
0.4369805553611766,3,0.4922924846974711,1.9994726055005456,0.4507723124275187,0.6746512604481644,0.9992679707947733
0.2671639742923049,2,0.4555664494383533,4.731539249918336,0.3223230869492937,0.8836128486902459,0.9983008225813652
0.2697682469581712,1,0.0608146279315344,12.841960992292986,0.4377359248475583,0.6411970241920845,0.9981441483510524
0.3322118403373524,1,0.4005256808401258,7.866738358805275,0.7808362308467492,0.5099985956902034,0.9979434165006388
0.1769692848202171,2,0.5594404856852416,0.9706042620957168,0.4951047951019426,0.9469821431516158,0.9984382040291664
0.5182233324109863,2,0.9236208080155052,4.920249680782528,0.4390031410340134,0.6633406274807409,0.9966392381824072
0.4305259731856666,1,0.7040292233675648,12.789306952237324,0.4025936817184443,0.6615641686023082,0.9941694352008904
0.4128272361955953,1,0.4973725442292749,0.1534181150230824,0.7787656878800033,0.3556287215233469,0.9970639862002872
0.5202507717483368,1,0.561862592729438,5.749196029878011,0.5509055547754189,0.1641388476176946,0.9901457977556988
0.3986567007071822,2,0.9602626596365996,11.986939272255237,0.3704773334571141,0.5824747019294882,0.9867978765311186
0.404142668429894,1,0.5181496599767987,3.630270003679426,0.4814932725822396,0.944216873297372,0.999187844520194
